repeat_seed,fold,branch,feature,rank
44,4,genomic,FBXL18,1
44,4,genomic,VWA5B2,2
44,4,genomic,ANO8,3
44,4,genomic,SKAP1,4
44,4,genomic,SPAG5,5
44,4,genomic,SSX2,6
44,4,genomic,Tumor Other Histologic Subtype_acinar and cribriform,7
44,4,genomic,GBGT1,8
44,4,genomic,SF3B3,9
44,4,genomic,SLC25A51P4,10
44,4,genomic,PTPRO,11
44,4,genomic,ASAP2,12
44,4,genomic,COMMD10,13
44,4,genomic,KIFC2,14
44,4,genomic,PMAIP1,15
44,4,genomic,CSMD2,16
44,4,genomic,ZNF131,17
44,4,genomic,DKFZP434H2235,18
44,4,genomic,RHBDD1,19
44,4,genomic,CC2D2B,20
44,4,genomic,JKAMP,21
44,4,genomic,ORC2,22
44,4,genomic,KIF14,23
44,4,genomic,PARP11,24
44,4,genomic,LINC00883,25
44,4,genomic,FBXO39,26
44,4,genomic,PPP2R2C,27
44,4,genomic,GGTLC2,28
44,4,genomic,ZFP30,29
44,4,genomic,SFPQ,30
44,4,genomic,SCAND2P,31
44,4,genomic,BMP2,32
44,4,genomic,P2RX7,33
44,4,genomic,HOXC13,34
44,4,genomic,TMOD2,35
44,4,genomic,RECK,36
44,4,genomic,SLC7A9,37
44,4,genomic,CCT8L2,38
44,4,genomic,NOTUM,39
44,4,genomic,GORASP1,40
44,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T2b,1
44,4,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,2
44,4,clinical,Ct scan ab pelvis indicator_YES,3
44,4,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",4
44,4,clinical,Tissue Retrospective Collection Indicator_YES,5
44,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,6
44,4,clinical,Tissue Prospective Collection Indicator_YES,7
44,4,clinical,Ct scan ab pelvis indicator_NO,8
44,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",9
44,4,clinical,Year Cancer Initial Diagnosis,10
44,4,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,11
44,4,clinical,Surgical Margin Resection Status_R0,12
44,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",13
44,4,clinical,Cause of death source_Death Certificate,14
44,4,clinical,Tissue Retrospective Collection Indicator_NO,15
44,4,clinical,Gleason pattern primary,16
44,4,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,17
44,4,clinical,Patient Primary Tumor Site_Central Zone,18
44,4,clinical,Gleason pattern secondary,19
44,4,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",20
44,4,clinical,Diagonstic MRI Result_NO,21
44,4,clinical,Diagonstic MRI Result_YES,22
44,4,clinical,Ct scan ab pelvis results_Equivocal,23
44,4,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),24
44,4,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],25
44,4,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],26
44,4,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,27
44,4,clinical,Mri results_No Evidence of Extraprostatic Extension,28
44,4,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],29
44,4,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),30
44,4,clinical,Mri results_Distant Metastasis [e.g. cM1],31
44,4,clinical,Mri results_Equivocal,32
44,4,clinical,Surgical Margin Resection Status_R2,33
44,4,clinical,Primary Lymph Node Presentation Assessment Ind-3_YES,34
44,4,clinical,Primary Therapy Outcome Success Type_Stable Disease,35
44,4,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,36
44,4,clinical,Surgical Margin Resection Status_RX,37
44,4,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",38
44,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,39
44,4,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,40
44,5,genomic,LASP1,1
44,5,genomic,CENPF,2
44,5,genomic,PARP2,3
44,5,genomic,ZNF324,4
44,5,genomic,CALB1,5
44,5,genomic,PHTF2,6
44,5,genomic,CLDN8,7
44,5,genomic,SGK1,8
44,5,genomic,ZSCAN32,9
44,5,genomic,NHLH1,10
44,5,genomic,HEATR3,11
44,5,genomic,PTGER1,12
44,5,genomic,LCN2,13
44,5,genomic,OIP5,14
44,5,genomic,CARD17,15
44,5,genomic,SLC16A1,16
44,5,genomic,STK36,17
44,5,genomic,RNF11,18
44,5,genomic,APOC3,19
44,5,genomic,LRP10,20
44,5,genomic,TAX1BP3,21
44,5,genomic,RPS2P32,22
44,5,genomic,RSF1,23
44,5,genomic,PAXIP1-AS1,24
44,5,genomic,RASSF2,25
44,5,genomic,ANKRD20A9P,26
44,5,genomic,DDX17,27
44,5,genomic,OR7C1,28
44,5,genomic,GABARAPL3,29
44,5,genomic,NUDT2,30
44,5,genomic,TNFRSF8,31
44,5,genomic,CLN8,32
44,5,genomic,BCDO,33
44,5,genomic,KIF18B,34
44,5,genomic,CHPF,35
44,5,genomic,TRMT10A,36
44,5,genomic,TRAF3IP3,37
44,5,genomic,CD63,38
44,5,genomic,NR1H4,39
44,5,genomic,PIK3C2B,40
44,5,clinical,Gleason pattern primary,1
44,5,clinical,American Joint Committee on Cancer Tumor Stage Code_T3a,2
44,5,clinical,Patient Primary Tumor Site_Overlapping / Multiple Zones,3
44,5,clinical,Surgical Margin Resection Status_R0,4
44,5,clinical,American Joint Committee on Cancer Tumor Stage Code_T3b,5
44,5,clinical,Ct scan ab pelvis results_No Evidence of Extraprostatic Extension,6
44,5,clinical,Ct scan ab pelvis results_Distant Metastasis [e.g. cM1],7
44,5,clinical,Primary Lymph Node Presentation Assessment Ind-3_NO,8
44,5,clinical,Patient Primary Tumor Site_Central Zone,9
44,5,clinical,Gleason pattern secondary,10
44,5,clinical,Radical Prostatectomy Gleason Score for Prostate Cancer,11
44,5,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles)|Extraprostatic Extension (regional lymphadenopathy) [e.g. cN1],12
44,5,clinical,Surgical Margin Resection Status_RX,13
44,5,clinical,Tissue Retrospective Collection Indicator_YES,14
44,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8480/3",15
44,5,clinical,Ct scan ab pelvis indicator_NO,16
44,5,clinical,Diagonstic MRI Result_YES,17
44,5,clinical,Mri results_No Evidence of Extraprostatic Extension|Equivocal,18
44,5,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Synchronous/Bilateral Malignancy",19
44,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8255/3",20
44,5,clinical,"Prior Cancer Diagnosis Occurence_Yes, History of Prior Malignancy",21
44,5,clinical,Year Cancer Initial Diagnosis,22
44,5,clinical,Mri results_No Evidence of Extraprostatic Extension,23
44,5,clinical,Cause of death source_Death Certificate,24
44,5,clinical,Tissue Retrospective Collection Indicator_NO,25
44,5,clinical,Tissue Prospective Collection Indicator_YES,26
44,5,clinical,Mri results_Extraprostatic Extension Localized (e.g. seminal vesicles),27
44,5,clinical,Mri results_Distant Metastasis [e.g. cM1],28
44,5,clinical,Mri results_Equivocal,29
44,5,clinical,Ct scan ab pelvis indicator_YES,30
44,5,clinical,Ct scan ab pelvis results_Equivocal,31
44,5,clinical,Ct scan ab pelvis results_Extraprostatic Extension  Localized (e.g. seminal vesicles),32
44,5,clinical,Ct scan ab pelvis results_Extraprostatic Extension (regional lymphadenopathy)[e.g. cN1],33
44,5,clinical,Primary Therapy Outcome Success Type_Stable Disease,34
44,5,clinical,Did patient start adjuvant postoperative radiotherapy?_YES,35
44,5,clinical,Did patient start adjuvant postoperative radiotherapy?_NO,36
44,5,clinical,Surgical Margin Resection Status_R2,37
44,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8550/3",38
44,5,clinical,"International Classification of Diseases for Oncology, Third Edition ICD-O-3 Histology Code_8140/3",39
44,5,clinical,American Joint Committee on Cancer Tumor Stage Code_T4,40
